,epoch,n_nodes,node_join,node_join_id,node_fail,node_fail_id,search_init,resource_to_find,search_solver,jumps,how
0,0,1,1,20,0,0,20,19,20.0,0.0,log
1,1,1,0,0,0,0,20,19,20.0,0.0,log
2,2,2,1,1,0,0,20,19,20.0,0.0,log
3,3,2,0,0,0,0,20,19,20.0,0.0,log
4,4,3,1,11,0,0,20,0,1.0,1.0,log
5,5,3,0,0,0,0,11,19,20.0,1.0,log
6,6,4,1,8,0,0,8,7,8.0,0.0,log
7,7,4,1,18,1,8,1,10,11.0,1.0,lin
8,8,4,0,0,0,0,20,19,20.0,0.0,log
9,9,5,1,10,0,0,18,17,18.0,0.0,log
10,10,5,1,3,1,1,11,17,18.0,1.0,log
11,11,5,1,6,1,3,6,19,20.0,4.0,log
12,12,5,0,0,0,0,10,19,20.0,3.0,log
13,13,5,0,0,0,0,18,5,6.0,0.0,log
14,14,5,1,26,1,26,20,9,10.0,2.0,log
15,15,6,1,0,0,0,0,5,6.0,1.0,log
16,16,7,1,22,0,0,22,17,18.0,5.0,log
17,17,8,1,5,0,0,6,31,0.0,2.0,log
18,18,8,1,3,1,20,10,2,3.0,2.0,log
19,19,9,1,9,0,0,3,17,18.0,5.0,log
20,20,9,0,0,0,0,0,4,5.0,2.0,log
21,21,9,1,12,1,18,9,31,0.0,5.0,lin
22,22,10,1,4,0,0,3,9,10.0,3.0,log
23,23,9,0,0,1,4,0,21,22.0,8.0,lin
24,24,10,1,14,0,0,5,2,6.0,0.0,log
25,25,11,1,4,0,0,3,13,14.0,3.0,log
26,26,11,1,30,1,12,3,5,6.0,2.0,log
27,27,10,0,0,1,14,0,4,5.0,2.0,log
28,28,11,1,24,0,0,11,3,4.0,4.0,log
29,29,12,1,25,0,0,11,4,5.0,4.0,log
30,30,12,0,0,0,0,30,2,3.0,2.0,log
31,31,12,0,0,0,0,3,31,0.0,3.0,log
32,32,12,1,21,1,25,24,9,10.0,2.0,log
33,33,12,1,26,1,3,21,5,6.0,2.0,log
34,34,13,1,7,0,0,5,4,5.0,0.0,log
35,35,14,1,16,0,0,22,6,7.0,2.0,log
36,36,14,0,0,0,0,6,29,30.0,3.0,log
37,37,15,1,3,0,0,10,21,22.0,2.0,log
38,38,16,1,25,0,0,25,23,24.0,5.0,log
39,39,17,1,19,0,0,22,9,10.0,3.0,log
40,40,17,1,23,1,7,11,22,23.0,2.0,log
41,41,18,1,2,0,0,22,29,30.0,2.0,log
42,42,19,1,14,0,0,6,22,23.0,2.0,log
43,43,19,1,29,1,25,6,15,16.0,4.0,log
44,44,20,1,28,0,0,4,27,28.0,1.0,log
45,45,21,1,25,0,0,25,1,2.0,4.0,log
46,46,21,1,12,1,6,16,3,4.0,4.0,log
47,47,21,1,1,1,19,0,23,24.0,4.0,log
48,48,22,1,15,0,0,15,21,22.0,3.0,log
49,49,23,1,19,0,0,30,15,16.0,3.0,log
50,50,24,1,7,0,0,21,31,0.0,3.0,log
51,51,25,1,20,0,0,19,23,24.0,3.0,log
52,52,25,1,13,1,14,30,11,12.0,3.0,log
53,53,26,1,17,0,0,10,18,19.0,4.0,log
54,54,27,1,18,0,0,3,17,18.0,4.0,log
55,55,27,1,27,1,5,17,2,3.0,3.0,log
56,56,27,1,14,1,9,4,14,15.0,4.0,log
57,57,27,0,0,0,0,22,23,24.0,2.0,log
58,58,28,1,6,0,0,26,29,30.0,3.0,log
59,59,29,1,9,0,0,28,10,11.0,3.0,log
60,60,30,1,31,0,0,18,8,9.0,3.0,log
61,61,31,1,5,0,0,23,21,22.0,5.0,log
62,62,31,1,8,1,27,9,25,26.0,6.0,log
63,63,31,1,27,1,11,28,19,20.0,5.0,log
64,64,31,0,0,0,0,2,25,26.0,5.0,log
65,65,31,1,11,1,31,5,22,23.0,3.0,log
66,66,31,1,31,1,23,17,1,2.0,2.0,log
67,67,32,1,23,0,0,21,20,21.0,0.0,log
68,68,32,0,0,0,0,19,23,24.0,2.0,log
69,69,32,1,23,0,0,9,19,20.0,3.0,log
70,70,32,1,23,0,0,28,18,19.0,4.0,log
71,71,31,0,0,1,5,1,3,4.0,2.0,log
72,72,32,1,5,0,0,22,31,0.0,3.0,log
73,73,32,1,5,0,0,30,20,21.0,4.0,log
74,74,32,1,5,0,0,0,6,7.0,3.0,log
75,75,32,1,5,0,0,31,7,8.0,2.0,log
76,76,32,1,5,0,0,29,0,1.0,3.0,log
77,77,32,1,5,0,0,19,4,5.0,3.0,log
78,78,32,0,0,0,0,4,22,23.0,3.0,log
79,79,32,1,5,0,0,12,31,0.0,4.0,log
80,80,32,1,5,0,0,25,22,23.0,5.0,log
81,81,32,0,0,0,0,31,20,21.0,4.0,log
82,82,31,1,5,1,6,21,13,14.0,3.0,log
83,83,31,0,0,0,0,16,0,1.0,2.0,log
84,84,32,1,6,0,0,15,3,4.0,3.0,log
85,85,32,1,6,0,0,13,11,12.0,5.0,log
86,86,31,1,6,1,24,27,3,4.0,2.0,log
87,87,30,0,0,1,23,16,3,4.0,4.0,log
88,88,30,1,24,1,25,6,4,5.0,5.0,log
89,89,31,1,25,0,0,25,29,,,not_found
90,90,32,1,23,0,0,25,24,25.0,0.0,log
91,91,32,1,23,0,0,14,12,13.0,5.0,log
92,92,32,1,23,0,0,20,8,9.0,3.0,log
