,epoch,n_nodes,node_join,node_join_id,node_fail,node_fail_id,search_init,resource_to_find,search_solver,jumps,how
0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
2,2.0,1.0,1.0,996.0,0.0,0.0,996.0,995.0,996.0,0.0,log
3,3.0,2.0,1.0,695.0,0.0,0.0,695.0,694.0,695.0,0.0,log
4,4.0,3.0,1.0,229.0,0.0,0.0,996.0,694.0,695.0,2.0,log
5,5.0,4.0,1.0,624.0,0.0,0.0,996.0,995.0,996.0,0.0,log
6,6.0,5.0,1.0,877.0,0.0,0.0,229.0,228.0,229.0,0.0,log
7,7.0,5.0,1.0,732.0,1.0,732.0,229.0,694.0,695.0,0.0,log
8,8.0,5.0,0.0,0.0,0.0,0.0,229.0,694.0,695.0,2.0,log
9,9.0,5.0,0.0,0.0,0.0,0.0,877.0,623.0,624.0,3.0,log
10,10.0,5.0,0.0,0.0,0.0,0.0,624.0,876.0,877.0,2.0,log
11,11.0,4.0,0.0,0.0,1.0,624.0,877.0,694.0,695.0,3.0,lin
12,12.0,5.0,1.0,698.0,0.0,0.0,877.0,697.0,698.0,3.0,log
13,13.0,5.0,0.0,0.0,0.0,0.0,229.0,995.0,996.0,3.0,log
14,14.0,6.0,1.0,356.0,0.0,0.0,229.0,355.0,356.0,1.0,log
15,15.0,6.0,0.0,0.0,0.0,0.0,996.0,355.0,356.0,2.0,log
16,16.0,7.0,1.0,818.0,0.0,0.0,229.0,817.0,818.0,3.0,log
17,17.0,8.0,1.0,104.0,0.0,0.0,877.0,697.0,698.0,2.0,log
18,18.0,9.0,1.0,795.0,0.0,0.0,996.0,103.0,104.0,1.0,log
19,19.0,9.0,0.0,0.0,0.0,0.0,356.0,817.0,818.0,3.0,log
20,20.0,10.0,1.0,367.0,0.0,0.0,818.0,366.0,367.0,2.0,log
21,21.0,10.0,0.0,0.0,0.0,0.0,698.0,876.0,877.0,2.0,log
22,22.0,9.0,0.0,0.0,1.0,104.0,795.0,355.0,356.0,3.0,log
23,23.0,10.0,1.0,1013.0,0.0,0.0,818.0,366.0,367.0,2.0,log
24,24.0,11.0,1.0,600.0,0.0,0.0,229.0,697.0,698.0,2.0,log
25,25.0,11.0,1.0,118.0,1.0,695.0,367.0,366.0,367.0,0.0,log
26,26.0,11.0,1.0,799.0,1.0,698.0,229.0,366.0,367.0,2.0,log
27,27.0,11.0,0.0,0.0,0.0,0.0,1013.0,366.0,367.0,2.0,log
28,28.0,11.0,0.0,0.0,0.0,0.0,877.0,798.0,799.0,2.0,log
29,29.0,11.0,1.0,792.0,1.0,795.0,799.0,366.0,367.0,3.0,log
30,30.0,12.0,1.0,273.0,0.0,0.0,799.0,366.0,367.0,3.0,log
31,31.0,11.0,0.0,0.0,1.0,367.0,229.0,817.0,818.0,6.0,lin
32,32.0,11.0,1.0,499.0,1.0,996.0,600.0,599.0,600.0,0.0,log
33,33.0,11.0,1.0,140.0,1.0,273.0,877.0,599.0,600.0,4.0,log
34,34.0,11.0,0.0,0.0,0.0,0.0,356.0,498.0,499.0,1.0,lin
35,35.0,11.0,1.0,90.0,1.0,792.0,140.0,89.0,90.0,2.0,log
36,36.0,10.0,0.0,0.0,1.0,90.0,877.0,798.0,799.0,8.0,lin
37,37.0,11.0,1.0,43.0,0.0,0.0,818.0,498.0,499.0,8.0,lin
38,38.0,11.0,0.0,0.0,0.0,0.0,1013.0,876.0,877.0,2.0,log
39,39.0,12.0,1.0,436.0,0.0,0.0,229.0,228.0,229.0,0.0,log
40,40.0,12.0,1.0,54.0,1.0,877.0,600.0,117.0,118.0,2.0,log
