,epoch,n_nodes,node_join,node_join_id,node_fail,node_fail_id,search_init,resource_to_find,search_solver,jumps,how
0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
2,2.0,0.0,0.0,0.0,0.0,0.0,,,,,
3,3.0,0.0,0.0,0.0,0.0,0.0,,,,,
4,4.0,1.0,1.0,1068.0,0.0,0.0,1068.0,1067.0,1068.0,0.0,log
5,5.0,2.0,1.0,2018.0,0.0,0.0,2018.0,1067.0,1068.0,1.0,log
6,6.0,2.0,0.0,0.0,0.0,0.0,2018.0,1067.0,1068.0,1.0,log
7,7.0,2.0,0.0,0.0,0.0,0.0,2018.0,2017.0,2018.0,0.0,log
8,8.0,3.0,1.0,539.0,0.0,0.0,1068.0,538.0,539.0,2.0,log
9,9.0,4.0,1.0,1059.0,0.0,0.0,1059.0,1067.0,1068.0,1.0,log
10,10.0,4.0,0.0,0.0,0.0,0.0,1068.0,1058.0,1059.0,3.0,log
11,11.0,5.0,1.0,1370.0,0.0,0.0,2018.0,1067.0,,,not_found
12,12.0,6.0,1.0,1525.0,0.0,0.0,1068.0,1369.0,1370.0,1.0,log
13,13.0,7.0,1.0,829.0,0.0,0.0,2018.0,1058.0,1059.0,3.0,log
14,14.0,7.0,0.0,0.0,0.0,0.0,829.0,1058.0,1059.0,1.0,log
15,15.0,7.0,0.0,0.0,0.0,0.0,829.0,1067.0,1068.0,2.0,log
16,16.0,7.0,0.0,0.0,0.0,0.0,829.0,1058.0,1059.0,1.0,log
17,17.0,8.0,1.0,1404.0,0.0,0.0,539.0,1067.0,1068.0,2.0,log
18,18.0,9.0,1.0,1903.0,0.0,0.0,1370.0,1524.0,1525.0,2.0,log
19,19.0,10.0,1.0,84.0,0.0,0.0,1059.0,1058.0,1059.0,0.0,log
20,20.0,10.0,0.0,0.0,0.0,0.0,1903.0,83.0,84.0,2.0,log
21,21.0,11.0,1.0,1152.0,0.0,0.0,2018.0,1058.0,1059.0,3.0,log
22,22.0,11.0,0.0,0.0,0.0,0.0,829.0,1067.0,1068.0,2.0,log
23,23.0,10.0,0.0,0.0,1.0,1903.0,1525.0,1524.0,1525.0,0.0,log
24,24.0,11.0,1.0,156.0,0.0,0.0,1370.0,83.0,84.0,2.0,log
25,25.0,10.0,0.0,0.0,1.0,1525.0,1059.0,83.0,84.0,2.0,log
26,26.0,10.0,0.0,0.0,0.0,0.0,2018.0,1058.0,1059.0,3.0,log
27,27.0,10.0,1.0,1945.0,1.0,84.0,539.0,2017.0,2018.0,2.0,lin
28,28.0,11.0,1.0,707.0,0.0,0.0,156.0,1067.0,1068.0,3.0,log
29,29.0,12.0,1.0,1395.0,0.0,0.0,707.0,1369.0,1370.0,3.0,log
30,30.0,13.0,1.0,966.0,0.0,0.0,156.0,1944.0,,,not_found
31,31.0,13.0,0.0,0.0,0.0,0.0,707.0,706.0,707.0,0.0,log
32,32.0,13.0,1.0,809.0,1.0,156.0,1068.0,828.0,829.0,2.0,log
33,33.0,12.0,0.0,0.0,1.0,1068.0,1152.0,808.0,809.0,4.0,log
34,34.0,12.0,0.0,0.0,0.0,0.0,539.0,1403.0,1404.0,4.0,log
35,35.0,13.0,1.0,198.0,0.0,0.0,2018.0,1944.0,1945.0,12.0,lin
36,36.0,14.0,1.0,1849.0,0.0,0.0,1152.0,197.0,198.0,7.0,lin
37,37.0,15.0,1.0,569.0,0.0,0.0,539.0,568.0,569.0,1.0,log
38,38.0,16.0,1.0,1303.0,0.0,0.0,1370.0,1944.0,1945.0,3.0,log
39,39.0,16.0,0.0,0.0,0.0,0.0,707.0,1151.0,1152.0,3.0,log
