,epoch,n_nodes,node_join,node_join_id,node_fail,node_fail_id,search_init,resource_to_find,search_solver,jumps,how
0,0.0,0.0,1.0,946.0,0.0,0.0,,,,,
1,1.0,0.0,1.0,1989.0,0.0,0.0,,,,,
2,2.0,0.0,1.0,246.0,0.0,0.0,,,,,
3,3.0,0.0,1.0,2021.0,0.0,0.0,,,,,
4,4.0,0.0,0.0,0.0,0.0,0.0,,,,,
5,5.0,0.0,1.0,417.0,0.0,0.0,,,,,
6,6.0,0.0,1.0,659.0,0.0,0.0,,,,,
7,7.0,0.0,1.0,1630.0,0.0,0.0,,,,,
8,8.0,0.0,1.0,1559.0,0.0,0.0,,,,,
9,9.0,1.0,1.0,836.0,0.0,0.0,836.0,835.0,836.0,0.0,log
10,10.0,2.0,1.0,153.0,0.0,0.0,836.0,835.0,836.0,0.0,log
11,11.0,2.0,1.0,947.0,1.0,153.0,947.0,835.0,836.0,0.0,log
12,12.0,2.0,1.0,1890.0,1.0,947.0,1890.0,1889.0,1890.0,0.0,log
13,13.0,1.0,0.0,0.0,1.0,1890.0,836.0,835.0,836.0,0.0,log
14,14.0,0.0,0.0,0.0,0.0,0.0,,,,,
15,15.0,0.0,1.0,603.0,0.0,0.0,,,,,
16,16.0,0.0,0.0,0.0,0.0,0.0,,,,,
17,17.0,0.0,0.0,0.0,0.0,0.0,,,,,
18,18.0,1.0,1.0,864.0,0.0,0.0,864.0,863.0,864.0,0.0,log
19,19.0,1.0,1.0,77.0,1.0,77.0,864.0,863.0,864.0,0.0,log
20,20.0,2.0,1.0,990.0,0.0,0.0,990.0,989.0,990.0,0.0,log
21,21.0,3.0,1.0,1242.0,0.0,0.0,864.0,863.0,864.0,0.0,log
22,22.0,4.0,1.0,1672.0,0.0,0.0,990.0,989.0,990.0,0.0,log
23,23.0,5.0,1.0,1014.0,0.0,0.0,864.0,1013.0,1014.0,2.0,log
24,24.0,5.0,1.0,201.0,1.0,1672.0,201.0,1241.0,1242.0,4.0,log
25,25.0,5.0,1.0,452.0,1.0,1014.0,1242.0,200.0,201.0,1.0,lin
26,26.0,5.0,1.0,1968.0,1.0,201.0,1242.0,863.0,864.0,0.0,log
27,27.0,5.0,1.0,1509.0,1.0,1968.0,864.0,451.0,452.0,2.0,lin
28,28.0,5.0,1.0,45.0,1.0,1242.0,452.0,863.0,864.0,0.0,log
29,29.0,5.0,1.0,889.0,1.0,889.0,990.0,989.0,990.0,0.0,log
30,30.0,5.0,1.0,527.0,1.0,45.0,452.0,451.0,452.0,0.0,log
31,31.0,6.0,1.0,1189.0,0.0,0.0,1509.0,1188.0,1189.0,0.0,log
32,32.0,6.0,1.0,610.0,1.0,610.0,864.0,1188.0,1189.0,0.0,log
33,33.0,6.0,1.0,799.0,1.0,799.0,990.0,1188.0,1189.0,0.0,log
34,34.0,6.0,1.0,1183.0,1.0,452.0,1189.0,526.0,527.0,2.0,lin
35,35.0,5.0,0.0,0.0,1.0,1183.0,1189.0,1508.0,1509.0,0.0,log
36,36.0,6.0,1.0,343.0,0.0,0.0,990.0,1508.0,1509.0,0.0,log
37,37.0,6.0,1.0,1069.0,1.0,1069.0,990.0,863.0,864.0,0.0,log
38,38.0,5.0,0.0,0.0,1.0,864.0,343.0,1508.0,,,not_found
