,epoch,n_nodes,node_join,node_join_id,node_fail,node_fail_id,search_init,resource_to_find,search_solver,jumps,how
0,0.0,1.0,1.0,335.0,0.0,0.0,335.0,334.0,335.0,0.0,log
1,1.0,1.0,0.0,0.0,0.0,0.0,335.0,334.0,335.0,0.0,log
2,2.0,1.0,1.0,618.0,1.0,335.0,618.0,617.0,618.0,0.0,log
3,3.0,1.0,1.0,39.0,1.0,39.0,618.0,617.0,618.0,0.0,log
4,4.0,2.0,1.0,631.0,0.0,0.0,618.0,617.0,618.0,0.0,log
5,5.0,1.0,0.0,0.0,1.0,618.0,631.0,630.0,631.0,0.0,log
6,6.0,1.0,0.0,0.0,0.0,0.0,631.0,630.0,631.0,0.0,log
7,7.0,1.0,0.0,0.0,0.0,0.0,631.0,630.0,631.0,0.0,log
8,8.0,1.0,1.0,1785.0,1.0,1785.0,631.0,630.0,631.0,0.0,log
9,9.0,0.0,0.0,0.0,0.0,0.0,,,,,
10,10.0,1.0,1.0,993.0,0.0,0.0,993.0,992.0,993.0,0.0,log
11,11.0,0.0,0.0,0.0,0.0,0.0,,,,,
12,12.0,0.0,1.0,1692.0,0.0,0.0,,,,,
13,13.0,1.0,1.0,1148.0,0.0,0.0,1148.0,1147.0,1148.0,0.0,log
14,14.0,0.0,0.0,0.0,0.0,0.0,,,,,
15,15.0,1.0,1.0,1940.0,0.0,0.0,1940.0,1939.0,1940.0,0.0,log
16,16.0,1.0,0.0,0.0,0.0,0.0,1940.0,1939.0,1940.0,0.0,log
17,17.0,2.0,1.0,1871.0,0.0,0.0,1871.0,1939.0,1940.0,1.0,log
18,18.0,2.0,1.0,1746.0,1.0,1871.0,1746.0,1939.0,1940.0,0.0,log
19,19.0,1.0,0.0,0.0,1.0,1940.0,1746.0,1745.0,1746.0,0.0,log
20,20.0,0.0,0.0,0.0,0.0,0.0,,,,,
21,21.0,0.0,0.0,0.0,0.0,0.0,,,,,
22,22.0,0.0,0.0,0.0,0.0,0.0,,,,,
23,23.0,1.0,1.0,2022.0,0.0,0.0,2022.0,2021.0,2022.0,0.0,log
24,24.0,0.0,0.0,0.0,0.0,0.0,,,,,
25,25.0,0.0,0.0,0.0,0.0,0.0,,,,,
26,26.0,0.0,0.0,0.0,0.0,0.0,,,,,
27,27.0,0.0,1.0,1388.0,0.0,0.0,,,,,
