,epoch,n_nodes,node_join,node_join_id,node_fail,node_fail_id,search_init,resource_to_find,search_solver,jumps,how
0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1,1.0,0.0,1.0,585.0,0.0,0.0,,,,,
2,2.0,0.0,0.0,0.0,0.0,0.0,,,,,
3,3.0,1.0,1.0,819.0,0.0,0.0,819.0,818.0,819.0,0.0,log
4,4.0,1.0,0.0,0.0,0.0,0.0,819.0,818.0,819.0,0.0,log
5,5.0,2.0,1.0,908.0,0.0,0.0,819.0,907.0,908.0,1.0,log
6,6.0,3.0,1.0,831.0,0.0,0.0,908.0,830.0,831.0,2.0,log
7,7.0,4.0,1.0,455.0,0.0,0.0,908.0,907.0,908.0,0.0,log
8,8.0,5.0,1.0,135.0,0.0,0.0,908.0,907.0,908.0,0.0,log
9,9.0,6.0,1.0,658.0,0.0,0.0,819.0,454.0,455.0,2.0,log
10,10.0,7.0,1.0,288.0,0.0,0.0,288.0,907.0,908.0,3.0,log
11,11.0,8.0,1.0,297.0,0.0,0.0,288.0,454.0,455.0,2.0,log
12,12.0,8.0,0.0,0.0,0.0,0.0,908.0,296.0,297.0,2.0,log
13,13.0,9.0,1.0,184.0,0.0,0.0,288.0,657.0,658.0,2.0,lin
14,14.0,10.0,1.0,866.0,0.0,0.0,297.0,818.0,,,not_found
15,15.0,11.0,1.0,860.0,0.0,0.0,297.0,818.0,819.0,2.0,log
16,16.0,12.0,1.0,101.0,0.0,0.0,184.0,865.0,866.0,4.0,log
17,17.0,13.0,1.0,421.0,0.0,0.0,288.0,287.0,288.0,0.0,log
18,18.0,14.0,1.0,552.0,0.0,0.0,297.0,657.0,658.0,0.0,log
19,19.0,14.0,1.0,876.0,1.0,860.0,831.0,100.0,,,not_found
20,20.0,15.0,1.0,889.0,0.0,0.0,135.0,287.0,288.0,2.0,log
21,21.0,16.0,1.0,413.0,0.0,0.0,889.0,907.0,908.0,1.0,log
22,22.0,17.0,1.0,885.0,0.0,0.0,184.0,657.0,658.0,4.0,lin
23,23.0,18.0,1.0,863.0,0.0,0.0,413.0,454.0,455.0,1.0,log
24,24.0,19.0,1.0,643.0,0.0,0.0,831.0,907.0,908.0,2.0,log
25,25.0,20.0,1.0,983.0,0.0,0.0,421.0,412.0,,,not_found
26,26.0,21.0,1.0,28.0,0.0,0.0,866.0,287.0,288.0,4.0,log
27,27.0,22.0,1.0,424.0,0.0,0.0,421.0,183.0,184.0,3.0,log
28,28.0,22.0,0.0,0.0,0.0,0.0,831.0,862.0,863.0,1.0,log
29,29.0,23.0,1.0,289.0,0.0,0.0,863.0,884.0,885.0,2.0,log
30,30.0,24.0,1.0,454.0,0.0,0.0,819.0,288.0,289.0,3.0,log
31,31.0,24.0,0.0,0.0,0.0,0.0,289.0,134.0,135.0,3.0,log
